city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target
0.92,5,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.923,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,3,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.92,14,No enrollment,No relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,4,Part time course,Has relevent experience,High School,Other,Non Degree,0.0
0.92,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.924,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,0.0
0.926,5,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.924,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.893,>20,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.55,<1,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.92,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,12,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.843,19,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,>20,Part time course,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.836,5,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.887,>20,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.527,13,No enrollment,Has relevent experience,Graduate,Other,Other,1.0
0.897,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.949,16,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.836,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.698,4,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,High School,Other,Non Degree,1.0
0.624,5,No enrollment,No relevent experience,Graduate,Other,Humanities,1.0
0.92,9,Full time course,No relevent experience,Masters,Other,STEM,1.0
0.754,3,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.899,16,Full time course,No relevent experience,Masters,Other,STEM,0.0
0.754,7,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.939,6,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.926,<1,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,NGO,Humanities,0.0
0.754,9,Full time course,Has relevent experience,Masters,Other,STEM,0.0
0.624,3,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,1.0
0.92,14,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.92,5,No enrollment,No relevent experience,Phd,Public Sector,STEM,1.0
0.624,10,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,6,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.738,3,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.843,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.767,11,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.92,7,Full time course,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.92,7,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.698,7,Full time course,Has relevent experience,Masters,Other,STEM,1.0
0.624,<1,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.8959999999999999,16,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.926,11,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0
0.624,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,3,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.804,6,No enrollment,No relevent experience,Primary School,Pvt Ltd,Non Degree,1.0
0.92,20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,6,Other,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,<1,Full time course,No relevent experience,Graduate,Public Sector,STEM,1.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,2,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.55,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,7,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,2,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.92,9,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.926,18,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.579,12,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.92,17,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.92,8,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.897,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,19,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,>20,No enrollment,No relevent experience,Phd,Public Sector,STEM,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.647,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,5,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.91,4,Other,Has relevent experience,Graduate,Other,STEM,1.0
0.698,2,Other,No relevent experience,Other,Other,Non Degree,0.0
0.926,6,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.926,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.804,10,Part time course,Has relevent experience,Masters,Other,STEM,0.0
0.624,3,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.795,11,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.897,3,Part time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.925,>20,No enrollment,No relevent experience,Phd,Pvt Ltd,STEM,0.0
0.926,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.691,5,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.895,>20,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Other,Other,1.0
0.913,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.913,10,No enrollment,Has relevent experience,High School,Early Stage Startup,Non Degree,0.0
0.924,8,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Phd,Other,STEM,1.0
0.926,10,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.89,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,>20,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.74,4,Other,No relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.923,3,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.802,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,4,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.754,4,Part time course,Has relevent experience,High School,Other,Non Degree,0.0
0.55,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.698,7,No enrollment,No relevent experience,Masters,NGO,STEM,0.0
0.939,7,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.624,1,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.8959999999999999,11,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,6,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.926,6,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.91,15,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.624,3,Full time course,No relevent experience,Masters,Other,STEM,0.0
0.527,8,Full time course,Has relevent experience,Masters,Public Sector,STEM,0.0
0.924,>20,No enrollment,Has relevent experience,Graduate,Other,Business Degree,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.624,4,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.926,2,Full time course,No relevent experience,Graduate,Public Sector,STEM,1.0
0.926,5,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.698,8,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.624,2,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,19,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,16,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.698,15,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.754,20,No enrollment,No relevent experience,Masters,Other,Business Degree,1.0
0.91,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.762,5,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.939,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.878,18,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.789,6,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,No relevent experience,Masters,Other,STEM,1.0
0.843,1,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,15,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.8959999999999999,19,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.763,5,Full time course,Has relevent experience,High School,Other,Non Degree,0.0
0.926,3,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,4,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.92,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.763,2,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.754,16,No enrollment,No relevent experience,Masters,Other,STEM,0.0
0.913,16,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,17,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.92,18,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.92,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.866,16,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.91,10,Other,No relevent experience,High School,Other,Non Degree,0.0
0.789,7,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,>20,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.895,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,10,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,3,Part time course,Has relevent experience,Masters,Other,Arts,1.0
0.92,12,Full time course,No relevent experience,Masters,Public Sector,STEM,0.0
0.91,2,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0
0.804,20,No enrollment,No relevent experience,Phd,Pvt Ltd,STEM,0.0
0.92,18,No enrollment,Has relevent experience,Phd,Early Stage Startup,STEM,1.0
0.479,3,Full time course,No relevent experience,Other,Other,Non Degree,0.0
0.698,2,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.802,<1,No enrollment,No relevent experience,High School,Other,Non Degree,1.0
0.55,3,Full time course,Has relevent experience,Masters,Other,STEM,0.0
0.624,8,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,<1,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.878,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,8,Full time course,Has relevent experience,Masters,Public Sector,STEM,1.0
0.939,4,No enrollment,No relevent experience,Masters,Other,STEM,0.0
0.743,4,Part time course,Has relevent experience,Graduate,Pvt Ltd,Other,1.0
0.897,9,Full time course,Has relevent experience,Masters,NGO,STEM,0.0
0.91,2,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,4,No enrollment,Has relevent experience,Graduate,Funded Startup,Business Degree,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.84,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.698,2,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.6659999999999999,10,Full time course,Has relevent experience,Masters,Other,STEM,0.0
0.92,3,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.624,10,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,4,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.738,10,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,7,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
Other,Other,Other,Other,Other,Other,Other,Other
0.624,3,Full time course,No relevent experience,Other,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,1,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,No relevent experience,Phd,Pvt Ltd,STEM,0.0
0.926,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.884,1,No enrollment,Has relevent experience,Graduate,Other,No Major,1.0
0.92,6,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.762,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,17,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0
0.878,4,Full time course,No relevent experience,Graduate,Public Sector,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,3,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,<1,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.91,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,19,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.939,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.926,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.754,6,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.836,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.91,2,Other,No relevent experience,Other,Other,Non Degree,0.0
0.6890000000000001,9,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.8270000000000001,8,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.624,5,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.624,2,Other,No relevent experience,High School,Other,Non Degree,0.0
0.794,19,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.555,11,Part time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,1.0
0.91,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,6,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,17,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.926,3,Full time course,No relevent experience,High School,Public Sector,Non Degree,0.0
0.926,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.923,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.91,2,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.878,8,Full time course,Has relevent experience,High School,Other,Non Degree,0.0
0.624,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
